,0,1,2,3,4,5,6,7,8,9
0,0.27622511586337695,0.02702512226868867,-0.14899952965006713,0.50666867777251,0.2165417268429157,0.3596469403993137,0.4574670677354069,0.40211026138675177,0.232397039191374,0.20698288300816578
1,0.18761785150999383,0.058791883254967314,0.051809542290896377,0.4845609920300954,0.17688934457070438,-0.23518516102991946,0.20212816613108053,0.6942774481399814,0.18088921634630806,-0.28576160215736407
2,-0.09025576462527819,0.045123433259330055,0.10765491707201696,-0.08555210207575309,0.1739523068678364,-0.5269713369549717,0.17883565091041176,-0.011430565103407956,0.555572625103289,-0.5676064170949693
3,-0.11571061644021402,-0.06236844955114473,0.12013185014552492,-0.5577911819979018,-0.06658975713051746,-0.3430209025450495,-0.07123645781898018,-0.5742997314495942,-0.3607412639148834,-0.26463551597528984
4,-0.10184169517041086,-0.03060357083973368,0.09639919811793912,-0.11640036514736833,0.0589802240541668,-0.19538409108683502,0.1417503518485642,-0.6826958198467723,-0.6119920252510916,-0.2519826316172659
5,-0.10798233947964826,-0.02572105195151402,0.14034210526967741,0.556866471473464,0.11243933322081291,0.08064620448622904,-0.2350392927335081,0.40213524726954447,0.5483172472254996,0.3480339415931258
6,0.018994336824443545,0.023411171203893168,-0.015641935051358396,-0.510128751325723,0.14440968990625408,-0.2942822759961555,0.3636181734354956,-0.47345259250009497,-0.2599311275330406,-0.4552133326338835
7,-0.09698108432754722,-0.011130742520029581,0.041643565725674694,-0.08383205636944092,-0.6705397990598015,-0.4711028201391874,0.13704726667916606,0.17060314967538592,0.1568093499849332,-0.4875148470762546
8,0.0280082143215038,-0.02158658116932274,0.06621567184227148,-0.1423621774733621,0.06826833668523243,0.673196299143967,0.12495292947278451,-0.2991050054837648,-0.19699244341823946,0.6102140362556381
9,0.052126241888967154,0.09790339892528903,0.11752657389295607,-0.4391154016241051,0.2322499489306556,-0.4732857166002697,0.05244793259313195,-0.5503017305145017,0.16186256862497142,-0.41393389350516796
10,-0.09737179807815731,0.022419099081535627,-0.5905237737688396,-0.13662484259104735,0.07047498176013274,0.4849819249360869,0.262950682765764,-0.37120265568995603,-0.2865202408114766,0.3056614627565136
11,0.12961482327903875,-0.030448356288303,0.1870773822530676,-0.6976209492080448,0.15647007744635008,-0.030721114385810978,0.07120004811410381,0.6264570813563121,0.1939811511084732,-0.005165156108912091
12,-0.020885463655134426,-0.02961867545086807,0.056010998176091745,0.3850582983956768,0.0869800472589865,0.6236142047722647,0.10935887388838875,-0.24371787672903186,-0.18488791307477032,0.587603517893556
13,0.0354875872434767,0.060098299861146696,0.02612428400527772,0.3141815669396062,0.09754429459759788,0.5335464893934128,0.7039614673279518,-0.26791933640677357,-0.16498618117755867,0.08358580172924289
14,-0.11668593314529828,0.07878087996102043,0.38604204283999777,0.5739957215212259,0.4859527251597259,-0.026574298054215417,0.44390197434521694,0.06679680286130597,0.2331658069719018,-0.09457856599492628
